COURSE,SEQ,CATALOG_TITLE,INSTR_TYPE,DAYS,START_TIME,END_TIME,ROOM_CAP,NUM_REGISTERED
BIT 1201,A,Mathematics II for PLT,LEC,MW,1305,1425,204,0
BIT 1201,A1,Mathematics II for PLT,TUT,M,1535,1625,47,0
BIT 1204,A,Physics for Photonics II,LEC,MW,1005,1125,387,0
BIT 1204,A1,Physics for Photonics II,LAB,W,1435,1725,70,0
BIT 1400,B,Intro to Progrming & Prob Solv,LEC,MW,1605,1725,77,0
BIT 1400,B1,Intro to Progrming & Prob Solv,LAB,M,835,1125,60,0
BIT 2001,B,Introduction to Business,LEC,F,1435,1725,77,0
BIT 2002,B,Marketing in the IT sector,LEC,R,1435,1725,77,0
BIT 2004,B,Differenti Equations Photonics,LEC,MW,835,955,236,0
BIT 2004,B1,Differenti Equations Photonics,LAB,M,1435,1525,51,0
BIT 2005,A,Multivariate Calculus Photonic,LEC,MW,1005,1125,204,0
BIT 2005,A1,Multivariate Calculus Photonic,TUT,M,1135,1225,58,0
BIT 2100,A,Intro to Statistics for IMD,LEC,TR,835,955,236,0
BIT 2100,A1,Intro to Statistics for IMD,LAB,T,1035,1125,25,0
BIT 2100,A2,Intro to Statistics for IMD,LAB,T,1135,1225,25,0
BIT 2100,A3,Intro to Statistics for IMD,LAB,R,1035,1125,25,0
BIT 2400,B,Intermediate Programming,LEC,MW,1305,1425,77,0
BIT 2400,B1,Intermediate Programming,LAB,F,1135,1425,60,0
BIT 3999,A,Co-op Work Term,WRK,,,,,0
BIT 4000,B,Directed Studies,IND,,,,,0
BUSI 1001,R,Financial Accounting,LEC,,,,,0
BUSI 1002,R,Management Accounting,LEC,,,,,0
BUSI 1003,B,Survey of Accounting,LEC,W,1805,2055,331,0
BUSI 1003,BOD,Survey of Accounting,VOD,,,,,0
BUSI 1003,V,Survey of Accounting,LEC,,,,,0
BUSI 1003,VOD,Survey of Accounting,VOD,,,,,0
BUSI 1004,G,Fin. Acctng for Busi. Students,LEC,TR,1435,1555,195,0
BUSI 1004,PA1,Fin. Acctng for Busi. Students,PAS,M,835,925,,0
BUSI 1004,W01,Fin. Acctng for Busi. Students,TUT,R,1335,1425,15,0
BUSI 1004,W02,Fin. Acctng for Busi. Students,TUT,W,935,1025,15,0
BUSI 1004,W03,Fin. Acctng for Busi. Students,TUT,T,2005,2055,15,0
BUSI 1004,W04,Fin. Acctng for Busi. Students,TUT,T,1905,1955,15,0
BUSI 1004,W05,Fin. Acctng for Busi. Students,TUT,M,1635,1725,15,0
BUSI 1004,W06,Fin. Acctng for Busi. Students,TUT,M,1535,1625,15,0
BUSI 1004,W07,Fin. Acctng for Busi. Students,TUT,W,835,925,15,0
BUSI 1004,W08,Fin. Acctng for Busi. Students,TUT,F,1435,1525,15,0
BUSI 1004,W09,Fin. Acctng for Busi. Students,TUT,T,1035,1125,15,0
BUSI 1004,W10,Fin. Acctng for Busi. Students,TUT,M,1435,1525,15,0
BUSI 1004,W11,Fin. Acctng for Busi. Students,TUT,M,1135,1225,15,0
BUSI 1004,W12,Fin. Acctng for Busi. Students,TUT,F,1335,1425,15,0
BUSI 1005,B,Managerial Acctng for Busi. St,LEC,TR,1005,1125,102,0
BUSI 1005,C,Managerial Acctng for Busi. St,LEC,MW,1305,1425,115,0
BUSI 1005,D,Managerial Acctng for Busi. St,LEC,WF,1435,1555,98,0
BUSI 1005,E,Managerial Acctng for Busi. St,LEC,TR,1305,1425,120,0
BUSI 1005,F,Managerial Acctng for Busi. St,LEC,TR,1005,1125,115,0
BUSI 1005,I01,Managerial Acctng for Busi. St,TUT,R,1135,1225,15,0
BUSI 1005,I02,Managerial Acctng for Busi. St,TUT,T,1235,1325,15,0
BUSI 1005,I03,Managerial Acctng for Busi. St,TUT,W,1435,1525,15,0
BUSI 1005,I04,Managerial Acctng for Busi. St,TUT,R,1535,1625,15,0
BUSI 1005,I05,Managerial Acctng for Busi. St,TUT,W,1535,1625,15,0
BUSI 1005,I06,Managerial Acctng for Busi. St,TUT,T,1435,1525,15,0
BUSI 1005,I07,Managerial Acctng for Busi. St,TUT,F,1035,1125,15,0
BUSI 1005,I08,Managerial Acctng for Busi. St,TUT,R,835,925,15,0
BUSI 1005,I09,Managerial Acctng for Busi. St,TUT,R,1035,1125,15,0
BUSI 1005,I10,Managerial Acctng for Busi. St,TUT,M,1035,1125,15,0
BUSI 1005,I11,Managerial Acctng for Busi. St,TUT,T,1635,1725,15,0
BUSI 1005,I12,Managerial Acctng for Busi. St,TUT,W,1905,1955,15,0
BUSI 1005,I13,Managerial Acctng for Busi. St,TUT,M,1805,1855,15,0
BUSI 1005,I14,Managerial Acctng for Busi. St,TUT,F,935,1025,15,0
BUSI 1005,I15,Managerial Acctng for Busi. St,TUT,F,835,925,15,0
BUSI 1005,I16,Managerial Acctng for Busi. St,TUT,R,1635,1725,15,0
BUSI 1005,I17,Managerial Acctng for Busi. St,TUT,W,1235,1325,15,0
BUSI 1005,I18,Managerial Acctng for Busi. St,TUT,W,1135,1225,15,0
BUSI 1005,I19,Managerial Acctng for Busi. St,TUT,W,1035,1125,15,0
BUSI 1005,I20,Managerial Acctng for Busi. St,TUT,W,1805,1855,15,0
BUSI 1005,I21,Managerial Acctng for Busi. St,TUT,T,1805,1855,15,0
BUSI 1005,I22,Managerial Acctng for Busi. St,TUT,M,835,925,15,0
BUSI 1005,I23,Managerial Acctng for Busi. St,TUT,R,935,1025,15,0
BUSI 1005,I24,Managerial Acctng for Busi. St,TUT,W,1635,1725,15,0
BUSI 1005,I25,Managerial Acctng for Busi. St,TUT,W,1335,1425,15,0
BUSI 1005,I26,Managerial Acctng for Busi. St,TUT,R,1235,1325,15,0
BUSI 1005,I27,Managerial Acctng for Busi. St,TUT,R,1435,1525,15,0
BUSI 1005,I28,Managerial Acctng for Busi. St,TUT,T,1335,1425,15,0
BUSI 1005,I29,Managerial Acctng for Busi. St,TUT,T,1135,1225,15,0
BUSI 1005,I30,Managerial Acctng for Busi. St,TUT,T,935,1025,15,0
BUSI 1005,I31,Managerial Acctng for Busi. St,TUT,M,2005,2055,15,0
BUSI 1005,I32,Managerial Acctng for Busi. St,TUT,M,1905,1955,15,0
BUSI 1005,I33,Managerial Acctng for Busi. St,TUT,T,1535,1625,15,0
BUSI 1005,I34,Managerial Acctng for Busi. St,TUT,T,835,925,15,0
BUSI 1005,I35,Managerial Acctng for Busi. St,TUT,M,1335,1425,15,0
BUSI 1005,I36,Managerial Acctng for Busi. St,TUT,M,935,1025,15,0
BUSI 1005,I37,Managerial Acctng for Busi. St,TUT,M,1235,1325,15,0
BUSI 1005,PA1,Managerial Acctng for Busi. St,PAS,R,1235,1325,,0
BUSI 1005,PA2,Managerial Acctng for Busi. St,PAS,T,1635,1725,,0
BUSI 1005,PA3,Managerial Acctng for Busi. St,PAS,T,1235,1325,,0
BUSI 1005,PA4,Managerial Acctng for Busi. St,PAS,R,1135,1225,15,0
BUSI 1005,PA5,Managerial Acctng for Busi. St,PAS,W,1635,1725,15,0
BUSI 1402,E,Intr Business Info & Comm Tech,LEC,F,1135,1425,98,0
BUSI 1402,F,Intr Business Info & Comm Tech,LEC,M,1435,1725,96,0
BUSI 1402,G,Intr Business Info & Comm Tech,LEC,F,835,1125,96,0
BUSI 1402,H,Intr Business Info & Comm Tech,LEC,M,835,1125,331,0
BUSI 1402,HOD,Intr Business Info & Comm Tech,VOD,,,,,0
BUSI 1402,V,Intr Business Info & Comm Tech,LEC,,,,,0
BUSI 1402,VOD,Intr Business Info & Comm Tech,VOD,,,,,0
BUSI 1402,W01,Intr Business Info & Comm Tech,TUT,M,1135,1225,31,0
BUSI 1402,W02,Intr Business Info & Comm Tech,TUT,T,935,1025,31,0
BUSI 1402,W03,Intr Business Info & Comm Tech,TUT,W,835,925,31,0
BUSI 1402,W04,Intr Business Info & Comm Tech,TUT,M,1435,1525,31,0
BUSI 1402,W05,Intr Business Info & Comm Tech,TUT,M,1335,1425,31,0
BUSI 1402,W06,Intr Business Info & Comm Tech,TUT,T,1805,1855,31,0
BUSI 1402,W07,Intr Business Info & Comm Tech,TUT,M,2005,2055,31,0
BUSI 1402,W08,Intr Business Info & Comm Tech,TUT,M,1905,1955,31,0
BUSI 1402,W09,Intr Business Info & Comm Tech,TUT,M,1805,1855,31,0
BUSI 1402,W10,Intr Business Info & Comm Tech,TUT,T,1135,1225,31,0
BUSI 1402,W11,Intr Business Info & Comm Tech,TUT,,,,,0
BUSI 1800,C,Introduction to Business,LEC,W,1435,1725,285,0
BUSI 1800,C01,Introduction to Business,TUT,F,1135,1325,39,0
BUSI 1800,C02,Introduction to Business,TUT,F,1135,1325,48,0
BUSI 1800,C03,Introduction to Business,TUT,F,935,1125,55,0
BUSI 1800,C04,Introduction to Business,TUT,M,1535,1725,35,0
BUSI 1800,C05,Introduction to Business,TUT,M,1435,1625,31,0
BUSI 1800,C06,Introduction to Business,TUT,M,1135,1325,35,0
BUSI 1800,C07,Introduction to Business,TUT,M,935,1125,35,0
BUSI 1800,C08,Introduction to Business,TUT,F,935,1125,58,0
BUSI 1800,C09,Introduction to Business,TUT,M,1535,1725,35,0
BUSI 2001,C,Intermediate Accounting I,LEC,,,,,0
BUSI 2001,R,Intermediate Accounting I,LEC,,,,,0
BUSI 2002,A,Intermediate Accounting II,LEC,WF,1435,1555,96,0
BUSI 2002,B,Intermediate Accounting II,LEC,WF,1605,1725,98,0
BUSI 2101,B,Intro Organizational Behaviour,LEC,M,1435,1555,285,0
BUSI 2101,B1,Intro Organizational Behaviour,LAB,,,,,0
BUSI 2101,B10,Intro Organizational Behaviour,LAB,R,835,955,25,0
BUSI 2101,B11,Intro Organizational Behaviour,LAB,,,,,0
BUSI 2101,B12,Intro Organizational Behaviour,LAB,F,835,955,40,0
BUSI 2101,B13,Intro Organizational Behaviour,LAB,M,835,955,27,0
BUSI 2101,B2,Intro Organizational Behaviour,LAB,T,1605,1725,40,0
BUSI 2101,B3,Intro Organizational Behaviour,LAB,T,1605,1725,40,0
BUSI 2101,B4,Intro Organizational Behaviour,LAB,W,1605,1725,40,0
BUSI 2101,B5,Intro Organizational Behaviour,LAB,M,835,955,40,0
BUSI 2101,B6,Intro Organizational Behaviour,LAB,W,1605,1725,27,0
BUSI 2101,B7,Intro Organizational Behaviour,LAB,F,1005,1125,35,0
BUSI 2101,B8,Intro Organizational Behaviour,LAB,R,1605,1725,35,0
BUSI 2101,B9,Intro Organizational Behaviour,LAB,T,1435,1555,51,0
BUSI 2101,D,Intro Organizational Behaviour,LEC,M,1435,1725,98,0
BUSI 2204,B,Basic Marketing,LEC,M,835,1125,391,0
BUSI 2208,F,Introduction to Marketing,LEC,F,1135,1425,78,0
BUSI 2208,G,Introduction to Marketing,LEC,T,1435,1725,96,0
BUSI 2208,H,Introduction to Marketing,LEC,T,1805,2055,78,0
BUSI 2301,D,Intro to Operations Management,LEC,W,1435,1725,96,0
BUSI 2301,E,Intro to Operations Management,LEC,W,1805,2055,98,0
BUSI 2301,F,Intro to Operations Management,LEC,R,1805,2055,77,0
BUSI 2400,D,Foundations of Info Systems,LEC,R,835,1125,98,0
BUSI 2400,E,Foundations of Info Systems,LEC,F,1135,1425,96,0
BUSI 2400,F,Foundations of Info Systems,LEC,R,1435,1725,98,0
BUSI 2400,G,Foundations of Info Systems,LEC,T,1805,2055,96,0
BUSI 2402,A,Business Application Developme,LEC,T,1135,1425,78,0
BUSI 2402,A1,Business Application Developme,TUT,T,1635,1725,31,0
BUSI 2402,A2,Business Application Developme,TUT,W,1135,1225,31,0
BUSI 2402,A3,Business Application Developme,TUT,W,1235,1325,31,0
BUSI 2503,B,Basic Financial Management,LEC,R,1805,2055,84,0
BUSI 2503,B1,Basic Financial Management,TUT,R,1635,1725,96,0
BUSI 2504,E,Essentials of Business Finance,LEC,T,835,1125,94,0
BUSI 2504,F,Essentials of Business Finance,LEC,R,1435,1725,96,0
BUSI 2504,PA1,Essentials of Business Finance,PAS,M,1635,1725,,0
BUSI 2504,PA2,Essentials of Business Finance,PAS,W,1235,1325,,0
BUSI 2504,W01,Essentials of Business Finance,TUT,T,1135,1225,98,0
BUSI 2504,W02,Essentials of Business Finance,TUT,W,1535,1625,96,0
BUSI 2505,B,Business Finance,LEC,M,835,1125,96,0
BUSI 2505,C,Business Finance,LEC,M,1805,2055,96,0
BUSI 2601,C,Business Law,LEC,T,1905,2155,285,0
BUSI 2701,D,Fundamentals of Intl Business,LEC,T,1435,1725,204,0
BUSI 2701,E,Fundamentals of Intl Business,LEC,R,1135,1425,96,0
BUSI 2701,F,Fundamentals of Intl Business,LEC,M,1135,1425,84,0
BUSI 2701,G,Fundamentals of Intl Business,LEC,W,1435,1725,78,0
BUSI 2800,C,Entrepreneurship,LEC,R,1805,2055,96,0
BUSI 2800,D,Entrepreneurship,LEC,M,1135,1425,98,0
BUSI 3005,C,Taxation I,LEC,T,1805,2055,78,0
BUSI 3007,B,Auditing I,LEC,TR,1435,1555,79,0
BUSI 3008,B,Intermediate Mgmnt Acctng and,LEC,F,835,1125,67,0
BUSI 3008,B1,Intermediate Mgmnt Acctng and,TUT,M,1335,1425,71,0
BUSI 3102,D,Human Resources Management,LEC,R,1435,1725,78,0
BUSI 3102,E,Human Resources Management,LEC,W,1805,2055,79,0
BUSI 3102,F,Human Resources Management,LEC,R,835,1125,78,0
BUSI 3103,D,Intro to Organizational Theory,LEC,M,835,1125,79,0
BUSI 3103,E,Intro to Organizational Theory,LEC,W,835,1125,79,0
BUSI 3103,F,Intro to Organizational Theory,LEC,R,1435,1725,98,0
BUSI 3105,A,Managing & Motivating Teams,LEC,T,1135,1425,58,0
BUSI 3106,A,Managing Conflict& Negotiation,LEC,R,835,1125,58,0
BUSI 3117,B,Developing Creative Thinking,LEC,F,835,1125,31,0
BUSI 3119,A,Business&Environ Sustainabilit,LEC,M,1135,1425,59,0
BUSI 3204,B,Marketing: New Tools,LEC,T,1435,1725,78,0
BUSI 3205,B,Marketing Communications,LEC,F,835,1125,48,0
BUSI 3208,B,Business-to-Business Marketing,LEC,,,,,0
BUSI 3308,B,Simulation Methods in Business,LEC,W,1435,1725,58,0
BUSI 3308,B1,Simulation Methods in Business,TUT,R,935,1125,22,0
BUSI 3308,B2,Simulation Methods in Business,TUT,R,1135,1325,22,0
BUSI 3309,D,Project Management,LEC,F,1135,1425,98,0
BUSI 3309,E,Project Management,LEC,M,1435,1725,91,0
BUSI 3401,A,Applic Develop Online Environm,LEC,,,,,0
BUSI 3402,A,Systems Analysis & Design,LEC,M,1805,2055,58,0
BUSI 3402,A1,Systems Analysis & Design,TUT,M,1635,1725,58,0
BUSI 3402,A2,Systems Analysis & Design,TUT,M,1535,1625,58,0
BUSI 3500,C,Applied Corporate Finance,LEC,T,1805,2055,57,0
BUSI 3502,C,Principles of Investments,LEC,M,835,1125,58,0
BUSI 3512,C,Derivatives,LEC,M,1135,1425,78,0
BUSI 3600,B,Small Business Management,LEC,M,1805,2055,51,0
BUSI 3602,A,Organizational Systems Design,LEC,M,835,1125,84,0
BUSI 3700,A,Cross-Cultural Communication,OTH,,,,,0
BUSI 3700,B,Cross-Cultural Communication,OTH,,,,,0
BUSI 3703,B,Int'l & Comparative Management,LEC,M,1435,1725,58,0
BUSI 3705,B,International Buyer Behaviour,LEC,R,1135,1425,56,0
BUSI 3706,A,Intl. Business Negotiations,LEC,M,835,1125,58,0
BUSI 3800,B,Business Case Analysis,WKS,,,,,0
BUSI 3800,T01,Business Case Analysis,TUT,,,,,0
BUSI 3800,T02,Business Case Analysis,TUT,,,,,0
BUSI 3820,A,Practicum Business Design,LEC,T,1135,1425,35,0
BUSI 3999,A,Co-op Work Term,WRK,,,,,0
BUSI 4000,B,Accounting Theory,LEC,R,1135,1425,78,0
BUSI 4002,B,Advanced Accounting Problems,LEC,TR,1605,1725,98,0
BUSI 4005,B,Taxation II,LEC,T,1805,2055,78,0
BUSI 4008,B,Adv Mgment Accountng & Control,LEC,M,835,1125,48,0
BUSI 4104,A,Strategic HR Management,LEC,W,1135,1425,58,0
BUSI 4105,B,Managing Change,LEC,R,1805,2055,78,0
BUSI 4108,A,Organizational Learning,LEC,F,835,1125,84,0
BUSI 4111,A,Training and Development,LEC,R,1135,1425,51,0
BUSI 4112,B,Organizational Leadership,LEC,T,835,1125,58,0
BUSI 4205,B,International Marketing,LEC,W,1435,1725,69,0
BUSI 4205,C,International Marketing,LEC,M,835,1125,48,0
BUSI 4206,A,Consumer  Behaviour,LEC,T,1435,1725,58,0
BUSI 4302,A,Management of Quality,LEC,T,835,1125,39,0
BUSI 4304,A,Procurement and Contracting,LEC,R,1805,2055,40,0
BUSI 4404,A,IT Infrastructure,LEC,R,1135,1425,42,0
BUSI 4406,A,Business Analytics,LEC,M,1135,1425,40,0
BUSI 4500,A,Advanced Corporate Finance,LEC,R,835,1125,56,0
BUSI 4500,B,Advanced Corporate Finance,LEC,R,1435,1725,58,0
BUSI 4502,A,Investment Management,LEC,T,1135,1425,57,0
BUSI 4502,B,Investment Management,LEC,T,1805,2055,84,0
BUSI 4503,A,Applied Portfolio Management,WKS,M,835,1125,6,0
BUSI 4504,A,International Finance,LEC,T,1435,1725,78,0
BUSI 4504,B,International Finance,LEC,,,,,0
BUSI 4505,A,Glb Financial Mrkets& Institut,LEC,W,1805,2055,35,0
BUSI 4511,A,Fixed Income Analysis,LEC,M,835,1125,51,0
BUSI 4601,C,Business Ethics,LEC,W,1135,1425,58,0
BUSI 4601,D,Business Ethics,LEC,F,835,1125,58,0
BUSI 4601,E,Business Ethics,LEC,T,835,1125,48,0
BUSI 4602,A,Women in Management,LEC,T,1805,2055,58,0
BUSI 4609,C,Strategic Management,LEC,M,835,1125,55,0
BUSI 4609,D,Strategic Management,LEC,R,835,1125,43,0
BUSI 4609,E,Strategic Management,LEC,W,835,1125,55,0
BUSI 4705,B,Ethics&Cross-cultural Interact,LEC,T,1805,2055,67,0
BUSI 4706,A,Int'l Human Resource Mgmnt,LEC,M,1435,1725,58,0
BUSI 4707,A,Regionalism & Globalization,LEC,R,1435,1725,58,0
BUSI 4709,B,Strategic Mgnt Int'l Business,LEC,W,935,1025,51,0
BUSI 4709,B1,Strategic Mgnt Int'l Business,TUT,W,1135,1425,51,0
BUSI 4719,A,Practicum in International Bus,LEC,,,,,0
BUSI 4810,A,Practicum in Business Creation,FIE,,,,,0
BUSI 4900,B,Auditing III,LEC,W,1805,2055,78,0
BUSI 4901,A,Selected Topics in Mgnt I,LEC,,,,,0
BUSI 4904,A,Directed Studies I,IND,,,,,0
BUSI 4905,B,Directed Studies II,IND,,,,,0
CCDP 2100,J,Comm. Skills for Eng. Students,LEC,M,1135,1425,42,0
CCDP 2100,K,Comm. Skills for Eng. Students,LEC,W,835,1125,32,0
CCDP 2100,L,Comm. Skills for Eng. Students,LEC,T,1435,1725,42,0
CCDP 2100,M,Comm. Skills for Eng. Students,LEC,W,1435,1725,39,0
CCDP 2100,N,Comm. Skills for Eng. Students,LEC,T,1135,1425,40,0
CCDP 2100,O,Comm. Skills for Eng. Students,LEC,M,1435,1725,39,0
CCDP 2100,P,Comm. Skills for Eng. Students,LEC,F,1435,1725,42,0
CCDP 2100,Q,Comm. Skills for Eng. Students,LEC,R,835,1125,39,0
CCDP 2100,R,Comm. Skills for Eng. Students,LEC,R,1435,1725,42,0
CCDP 2100,S,Comm. Skills for Eng. Students,LEC,F,835,1125,58,0
CCDP 2100,T,Comm. Skills for Eng. Students,LEC,R,1135,1425,54,0
CCDP 2100,U,Comm. Skills for Eng. Students,LEC,R,1805,2055,42,0
CCDP 2100,Y,Comm. Skills for Eng. Students,LEC,W,1805,2055,40,0
CCDP 2100,Z,Comm. Skills for Eng. Students,LEC,M,1435,1725,58,0
CDNS 1000,A,Intro to Canadian Studies,LEC,T,1805,1955,331,0
CDNS 1000,A1,Intro to Canadian Studies,GRP,T,1635,1725,32,0
CDNS 1000,A10,Intro to Canadian Studies,GRP,T,1635,1725,32,0
CDNS 1000,A2,Intro to Canadian Studies,GRP,T,1635,1725,39,0
CDNS 1000,A3,Intro to Canadian Studies,GRP,T,1635,1725,84,0
CDNS 1000,A4,Intro to Canadian Studies,GRP,T,1635,1725,67,0
CDNS 1000,A5,Intro to Canadian Studies,GRP,T,2005,2055,58,0
CDNS 1000,A6,Intro to Canadian Studies,GRP,T,2005,2055,29,0
CDNS 1000,A7,Intro to Canadian Studies,GRP,T,2005,2055,36,0
CDNS 1000,A8,Intro to Canadian Studies,GRP,T,2005,2055,29,0
CDNS 1000,A9,Intro to Canadian Studies,GRP,T,2005,2055,39,0
CDNS 1000,AOD,Intro to Canadian Studies,VOD,,,,,0
CDNS 1000,PA2,Intro to Canadian Studies,PAS,,,,,0
CDNS 1000,V,Intro to Canadian Studies,LEC,,,,,0
CDNS 1000,V01,Intro to Canadian Studies,GRP,,,,,0
CDNS 1000,V02,Intro to Canadian Studies,GRP,,,,,0
CDNS 1000,V03,Intro to Canadian Studies,GRP,,,,,0
CDNS 1000,V4,Intro to Canadian Studies,GRP,T,1635,1725,67,0
CDNS 1000,V5,Intro to Canadian Studies,GRP,T,2005,2055,58,0
CDNS 1000,VOD,Intro to Canadian Studies,VOD,,,,,0
CDNS 2210,R,Intro to Study of Cdn Culture,LEC,,,,,0
CDNS 2400,A,Heritage Conservation in Cda,LEC,R,1435,1625,120,0
CDNS 2400,A1,Heritage Conservation in Cda,GRP,F,835,925,29,0
CDNS 2400,A2,Heritage Conservation in Cda,GRP,F,835,925,27,0
CDNS 2400,A3,Heritage Conservation in Cda,GRP,R,1635,1725,28,0
CDNS 2400,A4,Heritage Conservation in Cda,GRP,R,1635,1725,39,0
CDNS 3400,A,Feminists & Feminism in Cda,SEM,W,1435,1725,56,0
CDNS 3600,A,Cultural Politics&Ident Canada,SEM,F,1135,1425,40,0
CDNS 3901,A,Topics in Canadian Studies,LEC,M,1135,1425,29,0
CDNS 4000,A,Capstone Sem Adv Res Cdn Studi,SEM,R,1135,1425,29,0
CDNS 4200,A,Canadian Popular Culture,SEM,R,835,1125,29,0
CDNS 4400,A,Cultural Landsc.&Cult. Ident.,SEM,T,1435,1725,29,0
CDNS 4800,A,Internship Practicum,PRC,,,,,0
CDNS 4802,A,Internship/Practicum,PRC,,,,,0
CDNS 4906,A,Directed Studies II,IND,,,,,0
CDNS 4907,A,Directed Studies III,IND,,,,,0
CGSC 1001,B,Mysteries of the Mind,LEC,TR,1005,1125,331,0
CGSC 1001,BOD,Mysteries of the Mind,VOD,,,,,0
CGSC 1001,V,Mysteries of the Mind,LEC,,,,,0
CGSC 1001,VOD,Mysteries of the Mind,VOD,,,,,0
CGSC 2001,C,Introduction to Cognitive Sci,LEC,TR,1605,1725,78,0
CGSC 2001,PA2,Introduction to Cognitive Sci,PAS,,,,,0
CGSC 2002,B,Theories & Meth in Cog Sci,SEM,WF,1135,1255,96,0
CGSC 2002,B1,Theories & Meth in Cog Sci,TUT,T,1435,1725,27,0
CGSC 2002,B2,Theories & Meth in Cog Sci,TUT,R,1435,1725,31,0
CGSC 2002,B3,Theories & Meth in Cog Sci,TUT,F,1435,1725,31,0
CGSC 2002,B4,Theories & Meth in Cog Sci,TUT,M,835,1125,31,0
CGSC 3004,A,Philosophy & Cognitive Science,SEM,T,835,1125,23,0
CGSC 3201,A,Empirical Iss in Cognitive Sci,SEM,F,1135,1425,27,0
CGSC 3999,A,Co-op Work Term,WRK,,,,,0
CGSC 4801,B,Independent Study,IND,,,,,0
CGSC 4802,A,Independent Study,IND,,,,,0
CGSC 4900,A,Special Topics in Cognitive Sc,SEM,,,,,0
CGSC 4908,A,Honours Thesis,IND,W,1305,1425,23,0
CGSC 4908,B,Honours Thesis,IND,,,,,0
CGSC 4908,C,Honours Thesis,IND,,,,,0
CHEM 1002,A,General Chemistry II,LEC,MWF,1135,1225,331,0
CHEM 1002,A1,General Chemistry II,LAB,M,1435,1725,72,0
CHEM 1002,A2,General Chemistry II,LAB,T,835,1125,72,0
CHEM 1002,A3,General Chemistry II,LAB,T,1435,1725,72,0
CHEM 1002,A4,General Chemistry II,LAB,W,835,1125,72,0
CHEM 1002,A5,General Chemistry II,LAB,W,1335,1625,72,0
CHEM 1002,A6,General Chemistry II,LAB,R,835,1125,72,0
CHEM 1002,A7,General Chemistry II,LAB,W,1805,2055,72,0
CHEM 1002,AOD,General Chemistry II,VOD,,,,,0
CHEM 1002,ATU,General Chemistry II,TUT,F,1335,1425,331,0
CHEM 1002,G8,General Chemistry II,LAB,,,,,0
CHEM 1002,N,General Chemistry II,LEC,MWF,1135,1225,331,0
CHEM 1002,N2,General Chemistry II,LAB,T,835,1125,72,0
CHEM 1002,NTU,General Chemistry II,TUT,F,1335,1425,331,0
CHEM 1002,PA2,General Chemistry II,PAS,,,,,0
CHEM 1002,V,General Chemistry II,LEC,,,,,0
CHEM 1002,VOD,General Chemistry II,VOD,,,,,0
CHEM 1002,VTU,General Chemistry II,TUT,,,,,0
CHEM 1006,A,Elementary Chemistry II,LEC,MWF,1335,1425,204,0
CHEM 1006,A3,Elementary Chemistry II,LAB,T,1435,1725,72,0
CHEM 1006,A4,Elementary Chemistry II,LAB,W,835,1125,72,0
CHEM 1006,A6,Elementary Chemistry II,LAB,R,835,1125,72,0
CHEM 1006,ATU,Elementary Chemistry II,TUT,F,1135,1225,204,0
CHEM 1006,G8,Elementary Chemistry II,LAB,,,,,0
CHEM 1101,C,Chemistry for Engineers,LEC,TR,1005,1125,444,0
CHEM 1101,C1,Chemistry for Engineers,LAB,R,1435,1725,72,0
CHEM 1101,C2,Chemistry for Engineers,LAB,F,835,1125,72,0
CHEM 1101,C3,Chemistry for Engineers,LAB,F,1435,1725,72,0
CHEM 1101,G4,Chemistry for Engineers,LAB,,,,,0
CHEM 2204,A,Organic Chemistry II,LEC,WF,1305,1425,387,0
CHEM 2204,A1,Organic Chemistry II,LAB,F,835,1125,48,0
CHEM 2204,A2,Organic Chemistry II,LAB,R,835,1125,48,0
CHEM 2204,A3,Organic Chemistry II,LAB,W,1435,1725,48,0
CHEM 2204,A4,Organic Chemistry II,LAB,T,835,1125,48,0
CHEM 2204,A5,Organic Chemistry II,LAB,M,835,1125,48,0
CHEM 2204,A6,Organic Chemistry II,LAB,W,835,1125,48,0
CHEM 2204,A7,Organic Chemistry II,LAB,M,1435,1725,48,0
CHEM 2204,G8,Organic Chemistry II,LAB,,,,,0
CHEM 2208,A,Intro: Organic Chemistry II,LEC,WF,1305,1425,387,0
CHEM 2303,A,Analytical Chemistry II,LEC,F,835,1125,148,0
CHEM 2303,A1,Analytical Chemistry II,LAB,W,1435,1725,24,0
CHEM 2303,A2,Analytical Chemistry II,LAB,F,1435,1725,24,0
CHEM 2303,A3,Analytical Chemistry II,LAB,R,1435,1725,24,0
CHEM 2303,A4,Analytical Chemistry II,LAB,T,1435,1725,24,0
CHEM 2303,A5,Analytical Chemistry II,LAB,R,835,1125,24,0
CHEM 2303,A6,Analytical Chemistry II,LAB,M,835,1125,24,0
CHEM 2303,A7,Analytical Chemistry II,LAB,W,835,1125,24,0
CHEM 2303,AOD,Analytical Chemistry II,VOD,,,,,0
CHEM 2303,G8,Analytical Chemistry II,LAB,,,,,0
CHEM 2303,V,Analytical Chemistry II,LEC,,,,,0
CHEM 2303,VOD,Analytical Chemistry II,VOD,,,,,0
CHEM 2501,A,Intro to Inorganic & Bioinorg,LEC,TR,1305,1425,154,0
CHEM 2501,ATU,Intro to Inorganic & Bioinorg,TUT,F,1135,1225,148,0
CHEM 2800,A,Foundations Environmental Chem,LEC,WF,1005,1125,96,0
CHEM 2800,A1,Foundations Environmental Chem,LAB,R,835,1125,24,0
CHEM 2800,A2,Foundations Environmental Chem,LAB,F,1435,1725,24,0
