COURSE,SEQ,CATALOG_TITLE,INSTR_TYPE,DAYS,START_TIME,END_TIME,ROOM_CAP,NUM_REGISTERED
GEOG 2006,A03,Intro. Quantitative Research,LAB,M,1435,1625,32,0
GEOG 2006,A04,Intro. Quantitative Research,LAB,M,1135,1325,32,0
GEOG 2006,AOD,Intro. Quantitative Research,VOD,,,,,0
GEOG 2006,PA1,Intro. Quantitative Research,PAS,,,,,0
GEOG 2013,A,Weather and Water,LEC,TR,835,955,134,0
GEOG 2013,A01,Weather and Water,LAB,W,1435,1725,30,0
GEOG 2013,A02,Weather and Water,LAB,M,1435,1725,30,0
GEOG 2013,A03,Weather and Water,LAB,R,1435,1725,30,0
GEOG 2013,A04,Weather and Water,LAB,F,835,1125,30,0
GEOG 2013,A06,Weather and Water,LAB,F,1435,1725,30,0
GEOG 2013,PA1,Weather and Water,PAS,,,,,0
GEOG 2300,A,"Space, Place and Culture",LEC,R,1235,1425,236,0
GEOG 2300,A01,"Space, Place and Culture",GRP,F,835,925,33,0
GEOG 2300,A02,"Space, Place and Culture",GRP,F,1135,1225,33,0
GEOG 2300,A03,"Space, Place and Culture",GRP,R,1635,1725,33,0
GEOG 2300,A04,"Space, Place and Culture",GRP,R,1535,1625,33,0
GEOG 2500,A,Climate Change:SS Perspectives,LEC,MW,1135,1255,79,0
GEOG 2600,A,Geography behind the Headlines,LEC,WF,1605,1725,148,0
GEOG 3003,A,Quantitative Geography,LEC,W,935,1125,22,0
GEOG 3003,A1,Quantitative Geography,LAB,R,1435,1625,22,0
GEOG 3021,A,Geog Culture and Identity,LEC,F,835,1125,58,0
GEOG 3024,A,Understanding Globalization,LEC,M,835,1125,47,0
GEOG 3102,A,Geomorphology,LEC,MW,1235,1325,23,0
GEOG 3102,A1,Geomorphology,LAB,R,1435,1625,32,0
GEOG 3103,A,Watershed Hydrology,LEC,MW,835,925,61,0
GEOG 3103,A1,Watershed Hydrology,LAB,T,1135,1425,30,0
GEOG 3103,A1A,Watershed Hydrology,LAB,T,1135,1425,22,0
GEOG 3103,A2,Watershed Hydrology,LAB,T,835,1125,30,0
GEOG 3103,A2A,Watershed Hydrology,LAB,T,835,1125,22,0
GEOG 3108,A,Soil Properties,LEC,R,1135,1325,71,0
GEOG 3108,A01,Soil Properties,LAB,M,1135,1425,25,0
GEOG 3108,A02,Soil Properties,LAB,M,1435,1725,25,0
GEOG 3108,A03,Soil Properties,LAB,T,1135,1425,25,0
GEOG 3108,A04,Soil Properties,LAB,T,835,1125,25,0
GEOG 3206,A,"Health, Environment, Society",LEC,T,1805,2055,71,0
GEOG 3404,A,Geographies of Econ Dvlp,LEC,,,,,0
GEOG 3501,A,Geographies Canadian North,LEC,,,,,0
GEOG 4000,B,Field Studies,IND,,,,,0
GEOG 4004,A,Environmental Assessment,SEM,R,1335,1725,71,0
GEOG 4005,B,Directed Studies in Geography,IND,,,,,0
GEOG 4023,A,Sustainable Urban Environments,SEM,M,835,1125,29,0
GEOG 4024,A,Seminar in Globalization,SEM,M,1435,1725,29,0
GEOG 4104,A,Microclimatology,LEC,TR,1005,1125,58,0
GEOG 4406,B,Practicum I,TUT,,,,,0
GEOG 4408,B,Practicum II,TUT,,,,,0
GEOG 4906,A,Honours Research Project,REP,,,,,0
GEOG 4906,B,Honours Research Project,REP,,,,,0
GEOG 4906,C,Honours Research Project,REP,,,,,0
GEOG 4909,A,Honours Research Essay,IND,,,,,0
GEOG 4909,B,Honours Research Essay,IND,,,,,0
GEOG 4909,C,Honours Research Essay,IND,,,,,0
GEOM 1004,B,"Maps, Satllits& Geospatial Rev",LEC,M,1135,1325,96,0
GEOM 1004,B1,"Maps, Satllits& Geospatial Rev",LAB,T,1535,1725,32,0
GEOM 1004,B2,"Maps, Satllits& Geospatial Rev",LAB,W,1435,1625,32,0
GEOM 1004,B3,"Maps, Satllits& Geospatial Rev",LAB,T,1335,1525,32,0
GEOM 2007,B,Geographic Information Systems,LEC,T,835,1125,32,0
GEOM 2007,C,Geographic Information Systems,LEC,T,1435,1625,66,0
GEOM 2007,C1,Geographic Information Systems,LAB,R,935,1125,32,0
GEOM 2007,C2,Geographic Information Systems,LAB,R,1135,1325,32,0
GEOM 2007,C3,Geographic Information Systems,LAB,W,835,1025,32,0
GEOM 3007,A,Cartographic Theory & Design,LEC,WF,1135,1255,32,0
GEOM 4003,A,Remote Sensing of the Environ.,LEC,M,1805,1955,32,0
GEOM 4003,A1,Remote Sensing of the Environ.,LAB,T,1805,1955,32,0
GEOM 4005,B,Directed Studies in Geomatics,DIR,,,,,0
GEOM 4009,A,Applic. Geographic Info. Syst.,WKS,F,835,1125,32,0
GEOM 4406,B,Practicum I,PRC,,,,,0
GEOM 4408,B,Practicum II,PRC,,,,,0
GEOM 4906,A,Honours Research Project,HON,,,,,0
GEOM 4906,B,Honours Research Project,HON,,,,,0
GEOM 4906,C,Honours Research Project,HON,,,,,0
GEOM 4909,A,Honours Research Essay,HON,,,,,0
GEOM 4909,B,Honours Research Essay,HON,,,,,0
GEOM 4909,C,Honours Research Essay,HON,,,,,0
GERM 1020,A,First-Year German II,LEC,TR,935,1125,39,0
GERM 1020,B,First-Year German II,LEC,MW,935,1125,40,0
GERM 2020,A,Second-Year German II,LEC,TR,1135,1325,32,0
GERM 2110,A,Intensive Second-Year German,LEC,MTRF,935,1125,32,0
GERM 4110,A,Intensive Fourth-Year German,LEC,MWF,1135,1325,32,0
GPOL 1000,A,Global Politics,SEM,W,1135,1425,35,0
GPOL 3100,B,Internship in Global Politics,OTH,,,,,0
GPOL 4908,A,Honours Research Essay,RES,,,,,0
GPOL 4908,B,Honours Research Essay,RES,,,,,0
GPOL 4908,C,Honours Research Essay,RES,,,,,0
GREK 1006,A,Introduction to Greek II,LEC,WF,935,1125,30,0
GREK 2201,A,Intermediate Greek II,TUT,TR,1135,1255,19,0
GREK 3901,A,Advanced Greek II,TUT,T,1435,1725,19,0
GREK 4901,A,Directed Study,IND,T,1435,1725,19,0
HIST 1001,A,The Making of Europe,LEC,TR,1135,1225,236,0
HIST 1001,A01,The Making of Europe,GRP,F,835,925,23,0
HIST 1001,A02,The Making of Europe,GRP,F,835,925,23,0
HIST 1001,A03,The Making of Europe,GRP,,,,,0
HIST 1001,A04,The Making of Europe,GRP,F,1535,1625,25,0
HIST 1001,A05,The Making of Europe,GRP,F,1635,1725,25,0
HIST 1001,A06,The Making of Europe,GRP,F,935,1025,23,0
HIST 1001,A07,The Making of Europe,GRP,F,835,925,23,0
HIST 1001,A08,The Making of Europe,GRP,,,,,0
HIST 1001,B,The Making of Europe,LEC,MW,1035,1125,444,0
HIST 1001,B01,The Making of Europe,GRP,R,1235,1325,21,0
HIST 1001,B02,The Making of Europe,GRP,R,835,925,23,0
HIST 1001,B03,The Making of Europe,GRP,R,1435,1525,57,0
HIST 1001,B04,The Making of Europe,GRP,R,1135,1225,23,0
HIST 1001,B05,The Making of Europe,GRP,R,935,1025,23,0
HIST 1001,B06,The Making of Europe,GRP,R,835,925,25,0
HIST 1001,B07,The Making of Europe,GRP,R,1535,1625,25,0
HIST 1001,B08,The Making of Europe,GRP,R,1135,1225,40,0
HIST 1001,PA1,The Making of Europe,PAS,,,,,0
HIST 1002,A,Europe in the 20th Century,LEC,T,1235,1425,236,0
HIST 1002,A01,Europe in the 20th Century,GRP,R,1235,1325,23,0
HIST 1002,A02,Europe in the 20th Century,GRP,W,835,925,25,0
HIST 1002,A03,Europe in the 20th Century,GRP,W,1635,1725,40,0
HIST 1002,A04,Europe in the 20th Century,GRP,W,1435,1525,48,0
HIST 1002,A05,Europe in the 20th Century,GRP,W,1535,1625,48,0
HIST 1002,A06,Europe in the 20th Century,GRP,W,835,925,40,0
HIST 1002,A07,Europe in the 20th Century,GRP,W,1535,1625,47,0
HIST 1002,A08,Europe in the 20th Century,GRP,W,1635,1725,21,0
HIST 1300,A,The Making of Canada,LEC,M,1135,1325,236,0
HIST 1300,A01,The Making of Canada,GRP,T,1335,1425,25,0
HIST 1300,A02,The Making of Canada,GRP,T,1635,1725,66,0
HIST 1300,A03,The Making of Canada,GRP,T,835,925,25,0
HIST 1300,A04,The Making of Canada,GRP,T,1635,1725,25,0
HIST 1300,A05,The Making of Canada,GRP,T,1235,1325,25,0
HIST 1300,A06,The Making of Canada,GRP,T,1335,1425,35,0
HIST 1300,A07,The Making of Canada,GRP,T,1035,1125,23,0
HIST 1300,A08,The Making of Canada,GRP,W,1035,1125,40,0
HIST 1300,B,The Making of Canada,LEC,F,1435,1625,204,0
HIST 1300,B01,The Making of Canada,GRP,M,1135,1225,23,0
HIST 1300,B02,The Making of Canada,GRP,M,1035,1125,23,0
HIST 1300,B03,The Making of Canada,GRP,,,,,0
HIST 1300,B04,The Making of Canada,GRP,,,,,0
HIST 1300,B05,The Making of Canada,GRP,T,1035,1125,23,0
HIST 1300,B06,The Making of Canada,GRP,,,,,0
HIST 1300,B07,The Making of Canada,GRP,,,,,0
HIST 1300,B08,The Making of Canada,GRP,,,,,0
HIST 1300,C,The Making of Canada,LEC,T,1805,2055,204,0
HIST 1707,A,World History,LEC,M,1135,1325,236,0
HIST 1707,A01,World History,GRP,T,1135,1225,27,0
HIST 1707,A02,World History,GRP,T,1235,1325,20,0
HIST 1707,A03,World History,GRP,T,1135,1225,27,0
HIST 1707,A04,World History,GRP,M,1335,1425,25,0
HIST 1707,A05,World History,GRP,T,1335,1425,58,0
HIST 1707,A06,World History,GRP,T,835,925,29,0
HIST 1707,A07,World History,GRP,T,1135,1225,27,0
HIST 1707,A08,World History,GRP,T,1235,1325,27,0
HIST 1707,B,World History,LEC,M,835,1025,236,0
HIST 1707,B01,World History,GRP,T,835,925,40,0
HIST 1707,B02,World History,GRP,T,1435,1525,57,0
HIST 1707,B03,World History,GRP,,,,,0
HIST 1707,B04,World History,GRP,T,1235,1325,21,0
HIST 1707,B05,World History,GRP,T,1135,1225,25,0
HIST 1707,B06,World History,GRP,,,,,0
HIST 1707,B07,World History,GRP,,,,,0
HIST 1707,B08,World History,GRP,T,1335,1425,23,0
HIST 1707,PA1,World History,PAS,,,,,0
HIST 2002,A,Late Medieval Europe,LEC,R,935,1125,98,0
HIST 2002,A01,Late Medieval Europe,GRP,F,835,925,31,0
HIST 2002,A02,Late Medieval Europe,GRP,F,935,1025,31,0
HIST 2002,A03,Late Medieval Europe,GRP,F,935,1025,27,0
HIST 2002,A04,Late Medieval Europe,GRP,F,1035,1125,35,0
HIST 2005,A,England During the Middle Ages,LEC,,,,,0
HIST 2303,A,Canadian Political History,LEC,R,1805,2055,96,0
HIST 2309,A,Modern Latin America,LEC,T,1805,2055,102,0
HIST 2311,A,Canadian Enviro Hist from 1890,LEC,R,1805,2055,102,0
HIST 2402,A,Hist of United States fm 1865,LEC,T,1435,1625,102,0
HIST 2402,A01,Hist of United States fm 1865,GRP,R,1135,1225,31,0
HIST 2402,A02,Hist of United States fm 1865,GRP,W,935,1025,40,0
HIST 2402,A03,Hist of United States fm 1865,GRP,R,835,925,32,0
HIST 2402,A04,Hist of United States fm 1865,GRP,W,835,925,58,0
HIST 2506,A,Intro to Women's&Gender Histor,LEC,TR,835,955,69,0
HIST 2510,A,19th Century Germany,LEC,T,1435,1625,115,0
HIST 2510,A01,19th Century Germany,GRP,W,1135,1225,28,0
HIST 2510,A02,19th Century Germany,GRP,W,1235,1325,28,0
HIST 2510,A03,19th Century Germany,GRP,W,1135,1225,42,0
HIST 2510,A04,19th Century Germany,GRP,W,1235,1325,27,0
HIST 2600,A,History of Russia,LEC,WF,1005,1125,115,0
HIST 2707,A,Modern Africa,LEC,M,1805,2055,115,0
HIST 2710,A,Intro to Caribbean History,LEC,R,1435,1625,115,0
HIST 2710,A01,Intro to Caribbean History,GRP,F,1335,1425,58,0
HIST 2710,A02,Intro to Caribbean History,GRP,F,1135,1225,57,0
HIST 2710,A03,Intro to Caribbean History,GRP,F,1335,1425,57,0
HIST 2710,A04,Intro to Caribbean History,GRP,F,1135,1225,28,0
HIST 2803,A,"War&Soc Mdrn Eurp, 1914-1950",LEC,TR,1635,1725,115,0
HIST 2803,A01,"War&Soc Mdrn Eurp, 1914-1950",GRP,F,1135,1225,35,0
HIST 2803,A02,"War&Soc Mdrn Eurp, 1914-1950",GRP,F,935,1025,36,0
HIST 2803,A03,"War&Soc Mdrn Eurp, 1914-1950",GRP,F,835,925,30,0
HIST 2803,A04,"War&Soc Mdrn Eurp, 1914-1950",GRP,F,835,925,27,0
HIST 2806,A,History of Japan,LEC,T,1805,2055,115,0
HIST 2809,B,The Historian's Craft,LEC,F,1535,1725,154,0
HIST 2809,B01,The Historian's Craft,GRP,M,935,1025,29,0
HIST 2809,B02,The Historian's Craft,GRP,T,1135,1225,28,0
HIST 2809,B03,The Historian's Craft,GRP,M,935,1025,31,0
HIST 2809,B04,The Historian's Craft,GRP,T,1135,1225,27,0
HIST 2903,A,History of Ancient Greece II,LEC,MW,835,955,98,0
HIST 2905,A,History of Ancient Rome II,LEC,M,1435,1725,133,0
HIST 2910,D,Special Subject in History,LEC,F,835,1025,102,0
HIST 2910,D01,Special Subject in History,GRP,F,1035,1125,31,0
HIST 2910,D02,Special Subject in History,GRP,F,1135,1225,31,0
HIST 2910,D03,Special Subject in History,GRP,F,1035,1125,47,0
HIST 2910,D04,Special Subject in History,GRP,F,1135,1225,32,0
HIST 2910,E,Special Subject in History,LEC,TR,1005,1125,120,0
HIST 3006,A,Medieval Religious Life,LEC,TR,1305,1425,51,0
HIST 3009,A,Greek History & Institutions,LEC,MW,1135,1255,61,0
HIST 3109,A,Social History of Alcohol,LEC,M,1805,2055,134,0
HIST 3109,AOD,Social History of Alcohol,VOD,,,,,0
HIST 3109,V,Social History of Alcohol,LEC,,,,,0
HIST 3109,VOD,Social History of Alcohol,VOD,,,,,0
HIST 3115,A,Youth and History,LEC,WF,1435,1555,66,0
HIST 3214,A,The Enlightenment&Aftermath,LEC,WF,1005,1125,69,0
HIST 3305,C,Crime and State in History,LEC,R,1805,2055,61,0
HIST 3305,D,Crime and State in History,LEC,W,1805,2055,78,0
HIST 3412,A,20th Cent. US His Ideas & Cult,LEC,T,1805,2055,61,0
HIST 3515,O,Madness in Modern Times,LEC,,,,,0
HIST 3714,A,Holocaust Encounters,LEC,T,1135,1425,78,0
HIST 3717,A,Gender and Sexuality in Africa,LEC,WF,835,955,69,0
HIST 3801,A,International History 1941-90,LEC,R,1805,2055,66,0
HIST 3807,A,Practicum in History,PRC,,,,,0
HIST 3810,B,Historical Theory,LEC,W,1435,1625,66,0
HIST 3810,B01,Historical Theory,TUT,R,935,1025,19,0
HIST 3810,B02,Historical Theory,TUT,R,1035,1125,19,0
HIST 3810,B03,Historical Theory,TUT,R,935,1025,19,0
HIST 3810,B04,Historical Theory,TUT,R,1035,1125,40,0
HIST 3902,B,Topics in European History,LEC,M,1805,2055,63,0
HIST 3902,BOD,Topics in European History,VOD,,,,,0
HIST 3902,C,Topics in European History,LEC,MW,1305,1425,66,0
HIST 3902,D,Topics in European History,LEC,,,,,0
HIST 3902,V,Topics in European History,LEC,,,,,0
HIST 3902,VOD,Topics in European History,VOD,,,,,0
HIST 3903,B,Topics in Canadian History,LEC,TR,835,955,66,0
HIST 3906,A,Topics in World History,LEC,,,,,0
HIST 3907,A,Transnation or Thematic Topic,LEC,MW,1605,1725,66,0
HIST 3907,B,Transnation or Thematic Topic,LEC,MW,1135,1255,66,0
HIST 3999,A,Co-op Work Term,WRK,,,,,0
HIST 4006,A,Seminar in Medieval History,SEM,M,835,1125,28,0
HIST 4100,A,Sem. in Early Modern European,SEM,,,,,0
HIST 4200,A,Seminar in European History,SEM,M,1435,1725,40,0
HIST 4302,A,Canada: Ideas & Culture,SEM,R,835,1125,40,0
HIST 4302,B,Canada: Ideas & Culture,SEM,R,1435,1725,21,0
HIST 4304,A,Canada: Politics & Society,SEM,R,1805,2055,28,0
HIST 4400,A,Seminar in U.S. History,SEM,W,1135,1425,16,0
HIST 4500,A,Seminar in British History,SEM,W,1435,1725,27,0
HIST 4505,A,Sem: Women's and Gender Hist,SEM,W,835,1125,28,0
HIST 4604,A,"Central Europe, Past & Present",SEM,T,1805,2055,58,0
HIST 4700,A,Seminar in World History,SEM,,,,,0
HIST 4802,A,Sem. in International History,SEM,F,835,1125,28,0
HIST 4805,A,Seminar on Transnational Topic,SEM,F,1135,1425,40,0
HIST 4805,B,Seminar on Transnational Topic,SEM,M,1435,1725,57,0
HIST 4910,A,Honours Research Project,REP,,,,,0
HIST 4915,D,Topics in History,SEM,T,835,1125,28,0
HLTH 1000,A,Fundamentals of Health,LEC,M,835,1125,151,0
HLTH 1000,A01,Fundamentals of Health,SEM,R,1235,1325,31,0
HLTH 1000,A02,Fundamentals of Health,SEM,T,1635,1725,31,0
HLTH 1000,A03,Fundamentals of Health,SEM,T,1135,1225,40,0
HLTH 1000,A04,Fundamentals of Health,SEM,,,,,0
HLTH 1000,A05,Fundamentals of Health,SEM,M,1535,1625,29,0
HUMR 1001,A,Introduction to Human Rights,LEC,M,1805,1955,391,0
HUMR 1001,A01,Introduction to Human Rights,GRP,M,1635,1725,25,0
HUMR 1001,A02,Introduction to Human Rights,GRP,M,1635,1725,28,0
HUMR 1001,A03,Introduction to Human Rights,GRP,M,1635,1725,32,0
HUMR 1001,A04,Introduction to Human Rights,GRP,M,1635,1725,29,0
HUMR 1001,A05,Introduction to Human Rights,GRP,M,1635,1725,36,0
HUMR 1001,A06,Introduction to Human Rights,GRP,M,1635,1725,36,0
HUMR 1001,A07,Introduction to Human Rights,GRP,M,1635,1725,32,0
HUMR 1001,A08,Introduction to Human Rights,GRP,M,1635,1725,36,0
HUMR 1001,A09,Introduction to Human Rights,GRP,M,2005,2055,23,0
HUMR 1001,A10,Introduction to Human Rights,GRP,M,2005,2055,23,0
HUMR 1001,A11,Introduction to Human Rights,GRP,M,2005,2055,40,0
HUMR 1001,A12,Introduction to Human Rights,GRP,M,2005,2055,40,0
HUMR 1001,A13,Introduction to Human Rights,GRP,M,2005,2055,40,0
HUMR 1001,A14,Introduction to Human Rights,GRP,M,2005,2055,40,0
HUMR 1001,A15,Introduction to Human Rights,GRP,M,2005,2055,40,0
HUMR 1001,A16,Introduction to Human Rights,GRP,M,2005,2055,40,0
HUMR 1001,B,Introduction to Human Rights,LEC,W,1135,1325,444,0
HUMR 1001,B1,Introduction to Human Rights,GRP,R,1235,1325,48,0
HUMR 1001,B10,Introduction to Human Rights,GRP,M,1535,1625,28,0
HUMR 1001,B11,Introduction to Human Right,,,,,,0
HUMR 1001,B12,Introduction to Human Rights,GRP,M,1535,1625,40,0
HUMR 1001,B13,Introduction to Human Rights,GRP,T,1035,1125,27,0
HUMR 1001,B14,Introduction to Human Rights,GRP,F,935,1025,27,0
HUMR 1001,B15,Introduction to Human Rights,GRP,F,935,1025,27,0
HUMR 1001,B16,Introduction to Human Rights,GRP,M,1235,1325,40,0
HUMR 1001,B2,Introduction to Human Rights,GRP,R,1235,1325,23,0
HUMR 1001,B3,Introduction to Human Rights,GRP,R,1235,1325,27,0
HUMR 1001,B4,Introduction to Human Rights,GRP,R,1235,1325,48,0
HUMR 1001,B5,Introduction to Human Rights,GRP,R,1635,1725,40,0
HUMR 1001,B6,Introduction to Human Rights,GRP,R,1635,1725,40,0
HUMR 1001,B7,Introduction to Human Rights,GRP,M,1235,1325,40,0
HUMR 1001,B8,Introduction to Human Rights,GRP,M,1235,1325,40,0
HUMR 1001,B9,Introduction to Human Rights,GRP,M,1235,1325,40,0
HUMR 1001,PA2,Introduction to Human Rights,PAS,,,,,0
HUMR 1001,PB2,Introduction to Human Rights,PAS,,,,,0
HUMR 2202,A,Power Relations & Human Rights,LEC,F,1235,1425,204,0
HUMR 2202,A01,Power Relations & Human Rights,GRP,M,1235,1325,27,0
HUMR 2202,A02,Power Relations & Human Rights,GRP,W,1235,1325,29,0
HUMR 2202,A03,Power Relations & Human Rights,GRP,M,1235,1325,29,0
HUMR 2202,A04,Power Relations & Human Rights,GRP,W,1535,1625,48,0
HUMR 2402,A,Agents of Political Violence,LEC,W,1805,1955,115,0
HUMR 2402,A1,Agents of Political Violence,GRP,R,1905,1955,27,0
HUMR 2402,A2,Agents of Political Violence,GRP,W,2005,2055,30,0
HUMR 2402,A3,Agents of Political Violence,GRP,R,1805,1855,27,0
HUMR 2402,A4,Agents of Political Violence,GRP,W,2005,2055,28,0
HUMR 2502,A,Social & Political Movements,LEC,M,835,1025,66,0
HUMR 2502,A1,Social & Political Movements,GRP,M,1335,1425,29,0
HUMR 2502,A2,Social & Political Movements,GRP,M,1135,1225,40,0
HUMR 3002,A,Right to the City,LEC,F,1435,1725,29,0
HUMR 3302,A,"Culture, Reli & Women's HR",LEC,R,1805,2055,35,0
HUMR 3303,A,Child Rights,LEC,W,1435,1725,78,0
HUMR 3401,A,Hist of Persecution & Genocide,LEC,F,1135,1425,23,0
HUMR 3503,A,Global Environmental Justice,LEC,M,1435,1725,27,0
HUMR 4302,A,Transgender Human Rights,SEM,T,835,1125,25,0
HUMR 4401,A,"Gender, Citizenship and Social",SEM,W,1435,1725,36,0
HUMR 4905,A,Practic Placement Human Rights,OTH,,,,,0
HUMR 4907,A,Special Topic in Human Rights,SEM,F,1135,1425,27,0
HUMR 4908,B,Independent Study,IND,,,,,0
HUMS 1000,A,Myth and Symbol,LEC,TR,1435,1555,93,0
HUMS 1000,A1,Myth and Symbol,TUT,M,1605,1725,19,0
HUMS 1000,A2,Myth and Symbol,TUT,W,1435,1555,19,0
HUMS 1000,A3,Myth and Symbol,TUT,R,1305,1425,19,0
HUMS 1000,A4,Myth and Symbol,TUT,,,,,0
HUMS 1005,A,Early Human Culture,LEC,M,835,1125,93,0
HUMS 1500,B,Intro to Hum: 5 Bks Chdg Wrld,LEC,WF,835,955,96,0
HUMS 2000,A,Reason and Revelation,LEC,WF,1005,1125,93,0
HUMS 2000,A1,Reason and Revelation,TUT,R,1005,1125,19,0
HUMS 2000,A2,Reason and Revelation,TUT,R,835,955,19,0
HUMS 2000,A3,Reason and Revelation,TUT,T,835,955,19,0
HUMS 2102,A,Modern European Art 1527-2000,LEC,WF,1605,1725,93,0
HUMS 3000,A,Culture and Imagination,LEC,MW,1135,1255,93,0
HUMS 3000,A1,Culture and Imagination,TUT,T,1135,1255,19,0
HUMS 3000,A2,Culture and Imagination,TUT,T,1435,1555,19,0
HUMS 3000,A3,Culture and Imagination,TUT,T,1005,1125,19,0
HUMS 3103,A,Western Music 1850-2000,LEC,T,1805,2055,93,0
HUMS 3200,A,European Literature,LEC,TR,1605,1725,93,0
HUMS 4000,A,"Pol, Modernity & Common Good",LEC,TR,1005,1125,93,0
HUMS 4000,A1,"Pol, Modernity & Common Good",TUT,M,1435,1555,19,0
HUMS 4000,A2,"Pol, Modernity & Common Good",TUT,W,1005,1125,19,0
HUMS 4002,A,Directed Studies in Humanities,IND,,,,,0
HUMS 4104,A,Modern Intellectual History,LEC,R,1135,1425,93,0
HUMS 4901,B,Res Sem: Antiquity to Mid Ages,SEM,M,835,1125,21,0
IDES 1001,A,Industrial Design Analysis,LEC,F,1135,1425,96,0
IDES 1301,A,Projects IB,STU,M,935,1125,50,0
IDES 1301,A,Projects IB,STU,M,1235,1625,50,0
IDES 1301,B,Projects IB,STU,T,935,1125,50,0
IDES 1301,B,Projects IB,STU,T,1235,1625,50,0
IDES 2102,A,Mass Prod Tech for Ind Des B,LEC,R,1805,2055,58,0
IDES 2102,A1,Mass Prod Tech for Ind Des B,LAB,R,1135,1425,50,0
IDES 2105,A,Computer Applications Design I,LEC,F,935,1055,48,0
IDES 2105,A1,Computer Applications Design I,TUT,F,1105,1225,48,0
IDES 2302,A,Projects IIB,STU,T,935,1125,50,0
IDES 2302,A,Projects IIB,STU,T,1235,1625,50,0
IDES 2302,B,Projects IIB,STU,T,935,1125,50,0
IDES 2302,B,Projects IIB,STU,T,1235,1625,50,0
IDES 2600,A,Ergonomics for Ind Design,LEC,F,1435,1725,52,0
IDES 3104,A,Exhibition Design,LEC,T,835,1125,36,0
IDES 3302,A,Projects IIIB,STU,R,935,1125,50,0
IDES 3302,A,Projects IIIB,STU,R,1235,1625,50,0
IDES 3302,B,Projects IIIB,STU,R,935,1125,25,0
IDES 3302,B,Projects IIIB,STU,R,1235,1625,25,0
IDES 3306,A,3rd Year Spec Ind Des Studies,LEC,W,835,1125,51,0
IDES 3503,A,Professional Practice,LEC,W,1805,2055,51,0
IDES 3999,A,Co-op Work Term,WRK,,,,,0
IDES 4302,A,Minor Projects B,STU,T,935,1125,48,0
IDES 4302,A,Minor Projects B,STU,T,1235,1625,48,0
IDES 4302,B,Minor Projects B,STU,T,935,1125,48,0
IDES 4302,B,Minor Projects B,STU,T,1235,1625,48,0
IDES 4310,A,Major Project,STU,RF,935,1125,48,0
IDES 4310,A,Major Project,STU,RF,1235,1625,48,0
IDES 4310,B,Major Project,LEC,RF,935,1125,48,0
IDES 4310,B,Major Project,LEC,RF,1235,1625,48,0
IMD 1001,A,Graphic Design,WKS,T,805,1055,76,0
IMD 1001,B,Graphic Design,WKS,R,805,1055,76,0
IMD 1005,A,Web Development,WKS,T,1205,1655,76,0
IMD 1005,B,Web Development,WKS,R,1205,1655,76,0
IMD 2005,A,Motion Graphics,WKS,M,805,1055,76,0
IMD 2005,B,Motion Graphics,WKS,M,1205,1455,76,0
IMD 2900,A,Design Studio I,STU,F,1135,1325,77,0
IMD 2900,A,Design Studio I,STU,W,935,1225,77,0
IMD 2900,A,Design Studio I,STU,W,1335,1625,77,0
IMD 3001,A,Product Design Methodology,LEC,T,1735,2025,77,0
IMD 3002,A,3D Computer Graphics,LEC,TR,1205,1325,60,0
IMD 3002,A1,3D Computer Graphics,TUT,T,1435,1625,60,0
IMD 3901,A,Design Studio 3,STU,W,805,1155,76,0
IMD 3901,A,Design Studio 3,STU,F,1305,1655,76,0
IMD 3901,B,Design Studio 3,STU,F,805,1155,76,0
IMD 3901,B,Design Studio 3,STU,W,1305,1655,76,0
IMD 4002,A,Technology & Culture,SEM,F,835,1125,77,0
IMD 4005,A,Advanced Topics in Multimedia,LEC,T,1435,1725,77,0
IMD 4901,A,Senior IMD Project,TUT,MTR,835,1225,60,0
INAF 3000,F,Policy in a Global Context,SEM,M,1135,1425,35,0
INAF 4202,W,Issues in Development Mgmt,SEM,M,1435,1725,42,0
INDG 1000,A,Introduc to Indigenous Studies,LEC,W,1805,1955,71,0
INDG 1000,A1,Introduc to Indigenous Studies,GRP,R,935,1025,47,0
INDG 1000,A2,Introduc to Indigenous Studies,GRP,R,1035,1125,40,0
INDG 2011,A,Framing Contempor Indig Issues,LEC,T,1135,1425,57,0
INDG 2011,A1,Framing Contempor Indig Issues,GRP,,,,,0
INDG 2011,A2,Framing Contempor Indig Issues,GRP,,,,,0
INDG 3010,A,"Indigen Resurg,Rights & Resist",SEM,T,835,1125,51,0
INSC 3907,A,Topics in Integrated Science,WKS,M,935,1125,35,0
INSC 3909,A,Independent Study,IND,,,,,0
INSC 4907,A,Honours Essay & Resea Proposal,HON,,,,,0
INSC 4908,A,Honours Project,HON,,,,,0
ISCI 2002,A,The Environment:Human Impacts,LEC,M,1805,1955,78,0
ISCI 2002,A2,The Environment:Human Impacts,TUT,M,2005,2055,78,0
ITAL 1020,A,First-Year Italian II,LEC,MW,1435,1625,32,0
ITAL 1020,B,First-Year Italian II,LEC,TR,935,1125,29,0
ITAL 1020,C,First-Year Italian II,LEC,,,,,0
ITAL 1020,D,First-Year Italian II,LEC,MW,1805,1955,39,0
ITAL 2020,A,Second-Year Italian II,LEC,TR,1135,1325,36,0
ITAL 4110,A,Intensive Fourth-Year Italian,LEC,W,1305,1655,,0
ITAL 4110,A,Intensive Fourth-Year Italian,LEC,F,1135,1325,,0
